InitHand                           , InitSkat  , FinalHand                          , SkatCards , ISkFull,       JacksMask,  CntJ,  Aces,  Tens, Att10, Blk10, MxLen,   TKS,   PostJacksMask, PCntJ, PAces, PTens, PAtt10, PBlk10, PMxLen,  PTKS, PSkFull, SkPts,  WinProb,  ProbGrand,  ProbClubs, ProbSpades,  ProbHearts,  ProbDiamonds, ProbNull, WonMask ,  MaxProb,  BestGame,   DurationMs
[SJ HJ CK CQ ST S9 S8 HA HQ H7]    , [CT SQ]   , [SJ HJ ST SQ S9 S8 CT CK CQ HA]    , [HQ H7]   ,       1,              SH,     2,     1,     1,     0,     0,     3,     0,              SH,     2,     1,     2,      0,      0,      4,     0,       0,     3,   0.8500,     0.0000,     0.2000,     0.8500,      0.0000,        0.0000,   0.0500, --S---  ,   0.8500,    Spades,     17063.78
[SJ CA C8 SA S7 HA H9 H8 H7 DK]    , [ST DA]   , [SJ HA H9 H7 CA SA ST S7 DA DK]    , [H8 C8]   ,       2,               S,     1,     3,     0,     0,     0,     4,     0,               S,     1,     4,     1,      1,      0,      3,     0,       0,     0,   0.9500,     0.9000,     0.4500,     0.7000,      0.9500,        0.3500,   0.0000, G-SH--  ,   0.9500,    Hearts,     15166.83
[SJ CQ C8 SA ST HK HQ H8 DQ D9]    , [S9 S8]   , [C8 SA ST S9 S8 HK HQ H8 DQ D9]    , [SJ CQ]   ,       0,               S,     1,     1,     1,     1,     0,     3,     0,               -,     0,     1,     1,      1,      0,      4,     0,       0,     5,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13249.49
[DJ CA CT SK S9 S7 H7 DA DT D9]    , [CK C8]   , [DJ CA CT CK C8 SK S9 DA DT D9]    , [S7 H7]   ,       0,               D,     1,     2,     2,     2,     0,     3,     0,               D,     1,     2,     2,      2,      0,      4,     1,       0,     0,   0.1500,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.1500,     Clubs,     13426.24
[SJ DJ C8 SA S9 HQ H9 H8 H7 DA]    , [C7 HK]   , [SJ DJ HK HQ H9 H8 H7 SA S9 DA]    , [C8 C7]   ,       0,              SD,     2,     2,     0,     0,     0,     4,     0,              SD,     2,     2,     0,      0,      0,      5,     0,       0,     0,   1.0000,     0.2500,     0.0000,     0.0000,      1.0000,        0.0000,   0.0500, ---H--  ,   1.0000,    Hearts,     14738.59
[CJ CA CT C8 SK S7 HT HQ DK D8]    , [SJ DJ]   , [CJ SJ DJ SK S7 CA CT C8 HT HQ]    , [DK D8]   ,       0,               C,     1,     1,     2,     1,     0,     3,     0,             CSD,     3,     1,     2,      1,      0,      3,     0,       0,     4,   0.6500,     0.1000,     0.1000,     0.6500,      0.6000,        0.5000,   0.0000, ------  ,   0.6500,    Spades,     15015.57
[DJ CT CK CQ C8 C7 HK H7 DA D8]    , [H8 D7]   , [CQ CT C8 C7 H8 H7 DA DJ D8 D7]    , [CK HK]   ,       0,               D,     1,     1,     1,     0,     0,     5,     1,               D,     1,     1,     1,      0,      0,      4,     0,       0,     8,   1.0000,     0.0000,     0.1500,     0.0000,      0.0000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     14652.54
[CJ CT CQ ST SQ S8 DT DK D8 D7]    , [HT DQ]   , [CJ CT SQ ST S8 DK DQ DT D8 D7]    , [CQ HT]   ,       1,               C,     1,     0,     3,     0,     0,     4,     1,               C,     1,     0,     3,      0,      1,      5,     1,       1,    13,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13351.18
[HJ CA CK C8 SK S9 HT H8 DK D7]    , [C7 HK]   , [CA CK C8 C7 SK S9 HK HT H8 D7]    , [HJ DK]   ,       0,               H,     1,     1,     1,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      4,     1,       0,     6,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13266.88
[DJ C9 C7 SQ S9 S8 HQ H7 DA D8]    , [CA HT]   , [C9 C7 SQ S9 S8 HQ HT DA DJ D8]    , [CA H7]   ,       2,               D,     1,     1,     0,     0,     0,     3,     0,               D,     1,     1,     1,      0,      0,      3,     0,       1,    11,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13331.17
[CJ C8 ST HT HK H8 H7 DT DQ D8]    , [C9 D7]   , [C9 C8 HK HT H8 H7 DQ DT D8 D7]    , [CJ ST]   ,       0,               C,     1,     0,     3,     0,     1,     4,     1,               -,     0,     0,     2,      0,      0,      4,     1,       1,    12,   0.5500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.5500, ------  ,   0.5500,      Null,     13717.65
[CK ST SQ S9 HA HK H8 H7 DA D8]    , [CQ C8]   , [CK C8 SQ ST S9 HA HK H8 H7 D8]    , [CQ DA]   ,       0,               -,     0,     2,     1,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       1,    14,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13299.42
[CA CT S9 HA HK H8 H7 DA DK D9]    , [CK HT]   , [HA HT HK H8 H7 CA CT CK DA DK]    , [S9 D9]   ,       1,               -,     0,     3,     1,     1,     0,     4,     0,               -,     0,     3,     2,      2,      0,      5,     1,       0,     0,   0.9000,     0.0500,     0.0000,     0.1000,      0.9000,        0.0000,   0.0000, ---H--  ,   0.9000,    Hearts,     14087.57
[HJ C8 S9 HA H8 H7 DA DT DK D7]    , [SJ C9]   , [SJ HJ DA DT DK D7 C8 HA H8 H7]    , [C9 S9]   ,       0,               H,     1,     2,     1,     1,     0,     4,     1,              SH,     2,     2,     1,      1,      0,      4,     1,       0,     0,   0.9000,     0.7500,     0.0000,     0.0000,      0.6000,        0.9000,   0.2500, G---D-  ,   0.9000,  Diamonds,     16140.33
[CK CQ C8 C7 SQ HT HQ DA DT DQ]    , [HK H9]   , [C8 C7 SQ HT HK HQ H9 DA DT DQ]    , [CK CQ]   ,       0,               -,     0,     1,     2,     1,     0,     4,     0,               -,     0,     1,     2,      1,      0,      4,     1,       0,     7,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13276.78
[CJ SJ CA ST S9 HK H9 DK DQ D7]    , [C8 SA]   , [CJ SJ DK DQ D7 CA C8 SA ST S9]    , [HK H9]   ,       1,              CS,     2,     1,     1,     0,     0,     3,     0,              CS,     2,     2,     1,      1,      0,      3,     0,       0,     4,   0.9000,     0.5500,     0.0000,     0.3000,      0.3000,        0.9000,   0.0000, ----D-  ,   0.9000,  Diamonds,     14632.36
[SJ HJ C8 SA SQ S9 S8 HT HQ H9]    , [HA HK]   , [SJ HJ SA SQ S9 HA HT HK HQ H9]    , [S8 C8]   ,       1,              SH,     2,     1,     1,     0,     0,     4,     0,              SH,     2,     2,     1,      1,      0,      5,     1,       0,     0,   1.0000,     0.8000,     0.0000,     1.0000,      1.0000,        0.0000,   0.0000, G-SH--  ,   1.0000,    Spades,     26873.09
[CJ HJ DJ CK S9 HA HK H9 H7 DQ]    , [CA C9]   , [CJ HJ DJ CA CK C9 HA HK H9 H7]    , [S9 DQ]   ,       1,             CHD,     3,     1,     0,     0,     0,     4,     0,             CHD,     3,     2,     0,      0,      0,      4,     0,       0,     3,   1.0000,     1.0000,     0.9500,     0.2000,      1.0000,        0.2000,   0.0500, GC-H--  ,   1.0000,     Grand,     20053.30
[CT CK C9 C8 S8 HK DA DQ D8 D7]    , [CQ H7]   , [CQ CT C9 C8 S8 H7 DA DQ D8 D7]    , [CK HK]   ,       0,               -,     0,     1,     1,     0,     0,     4,     1,               -,     0,     1,     1,      0,      0,      4,     0,       0,     8,   0.2000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.2000, ------  ,   0.2000,      Null,     13282.36
[CJ C9 C7 ST S9 S7 HT HQ DA D7]    , [HK DT]   , [CJ C9 C7 ST S9 S7 HK HT DT D7]    , [HQ DA]   ,       1,               C,     1,     1,     2,     0,     0,     3,     0,               C,     1,     0,     3,      0,      0,      3,     0,       1,    14,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13451.59
[SJ CA CK C8 C7 SA S7 HA HK H8]    , [HJ S9]   , [SJ HJ CA CK C8 C7 SA HA HK H8]    , [S9 S7]   ,       0,               S,     1,     3,     0,     0,     0,     4,     0,              SH,     2,     3,     0,      0,      0,      4,     0,       0,     0,   0.9500,     0.8500,     0.9500,     0.7000,      0.8500,        0.1000,   0.1500, GCSH--  ,   0.9500,     Clubs,     35080.52
[HJ ST SQ S9 S7 HT H8 DQ D9 D8]    , [DJ SA]   , [HJ DJ SA ST SQ S9 S7 DQ D9 D8]    , [HT H8]   ,       1,               H,     1,     0,     2,     0,     0,     4,     0,              HD,     2,     1,     1,      1,      0,      5,     0,       1,    10,   0.2500,     0.0500,     0.0000,     0.2500,      0.0000,        0.0000,   0.2000, ------  ,   0.2500,    Spades,     15267.87
[DJ CA CT CQ C9 ST S9 H9 DT D7]    , [C7 H7]   , [CA CQ CT C9 C7 ST H9 H7 DT D7]    , [S9 DJ]   ,       0,               D,     1,     1,     3,     1,     0,     4,     0,               -,     0,     1,     3,      1,      1,      5,     0,       0,     2,   0.5500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.5500, ------  ,   0.5500,      Null,     13740.70
[CT CQ C7 ST SQ S9 S8 HA DT D8]    , [HJ DA]   , [HJ ST SQ S9 S8 CT CQ HA DA DT]    , [C7 D8]   ,       1,               -,     0,     1,     3,     0,     0,     4,     0,               H,     1,     2,     3,      1,      0,      4,     0,       0,     0,   0.4500,     0.0000,     0.1000,     0.4500,      0.0000,        0.0000,   0.0000, ------  ,   0.4500,    Spades,     13704.31
[CJ HJ CK CQ C8 C7 HQ H8 DK D7]    , [HA H7]   , [CK CQ C8 C7 HA HQ HJ H8 H7 D7]    , [CJ DK]   ,       1,              CH,     2,     0,     0,     0,     0,     4,     0,               H,     1,     1,     0,      0,      0,      4,     0,       0,     6,   1.0000,     0.0000,     0.5000,     0.0000,      0.6000,        0.0000,   1.0000, -----N  ,   1.0000,      Null,     16241.00
[DJ CQ C9 C8 ST S8 HQ DA DK D7]    , [SJ S7]   , [CQ C9 C8 SJ ST S7 DA DK DJ D7]    , [S8 HQ]   ,       0,               D,     1,     1,     1,     0,     0,     3,     0,              SD,     2,     1,     1,      0,      0,      3,     0,       0,     3,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13895.37
[CA C8 ST SK SQ S9 HA HK H8 D8]    , [DJ S8]   , [DJ ST SK SQ S9 S8 CA C8 HA HK]    , [H8 D8]   ,       0,               -,     0,     2,     1,     0,     0,     4,     1,               D,     1,     2,     1,      0,      0,      5,     1,       0,     0,   0.7500,     0.0000,     0.0000,     0.7500,      0.0000,        0.0000,   0.0000, --S---  ,   0.7500,    Spades,     15821.41
[CJ SJ CQ C9 C7 HQ DA DQ D9 D7]    , [S9 D8]   , [CJ SJ DA DQ D9 D8 D7 CQ C9 C7]    , [S9 HQ]   ,       0,              CS,     2,     1,     0,     0,     0,     4,     0,              CS,     2,     1,     0,      0,      0,      5,     0,       0,     3,   0.7500,     0.4000,     0.6000,     0.0000,      0.0000,        0.7500,   0.5500, ----D-  ,   0.7500,  Diamonds,     13820.56
[CJ DJ CK SA SQ S7 HA DA DK D7]    , [C7 DQ]   , [CJ DJ DA DK DQ D7 SA SQ S7 HA]    , [CK C7]   ,       0,              CD,     2,     3,     0,     0,     0,     3,     0,              CD,     2,     3,     0,      0,      0,      4,     0,       0,     4,   0.9500,     0.7500,     0.4000,     0.7500,      0.0500,        0.9500,   0.0000, G-S-D-  ,   0.9500,  Diamonds,     17473.04
[CJ DJ CA CQ C8 ST S7 H8 H7 DQ]    , [DA D8]   , [CJ DJ CA CQ C8 ST S7 DA DQ D8]    , [H8 H7]   ,       1,              CD,     2,     1,     1,     0,     0,     3,     0,              CD,     2,     2,     1,      0,      0,      3,     0,       0,     0,   0.1000,     0.0500,     0.1000,     0.0500,      0.0000,        0.0500,   0.1000, ------  ,   0.1000,     Clubs,     19530.75
[SJ HJ DJ CT CQ S7 HK H9 DA D7]    , [CK DQ]   , [SJ HJ DJ CT CK CQ H9 DA DQ D7]    , [S7 HK]   ,       0,             SHD,     3,     1,     1,     0,     0,     2,     0,             SHD,     3,     1,     1,      0,      0,      3,     0,       0,     4,   0.6000,     0.0000,     0.6000,     0.0000,      0.3500,        0.6000,   0.0000, ------  ,   0.6000,     Clubs,     15571.43
[SJ HJ DJ HA HK H9 H7 DA D9 D7]    , [CJ H8]   , [HJ DJ HA HK H9 H8 H7 DA D9 D7]    , [CJ SJ]   ,       0,             SHD,     3,     2,     0,     0,     0,     4,     0,              HD,     2,     2,     0,      0,      0,      5,     0,       0,     4,   1.0000,     1.0000,     0.9500,     0.9500,      1.0000,        1.0000,   0.9000, GCSHDN  ,   1.0000,     Grand,     19736.78
[DJ C9 ST S9 S7 HT HK H8 H7 D8]    , [CT DQ]   , [CT C9 ST S9 S7 HK HT H8 H7 D8]    , [DQ DJ]   ,       1,               D,     1,     0,     2,     0,     0,     4,     1,               -,     0,     0,     3,      0,      0,      4,     1,       0,     5,   0.2000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.2000, ------  ,   0.2000,      Null,     13360.34
[CA C8 SA SK S7 HK HQ H9 H7 DA]    , [CJ DT]   , [CJ HK HQ H9 CA SA SK S7 DA DT]    , [H7 C8]   ,       1,               -,     0,     3,     0,     0,     0,     4,     0,               C,     1,     3,     1,      1,      0,      3,     0,       0,     0,   0.9500,     0.4500,     0.0000,     0.1000,      0.9500,        0.0000,   0.0000, ---H--  ,   0.9500,    Hearts,     14220.96
[HJ CT CK C7 S9 HK HQ H9 DA DQ]    , [CJ HA]   , [CJ HJ HA HK HQ H9 CT CK C7 DA]    , [S9 DQ]   ,       1,               H,     1,     1,     1,     0,     0,     3,     1,              CH,     2,     2,     1,      0,      0,      4,     1,       0,     3,   0.8500,     0.6500,     0.7500,     0.0000,      0.8500,        0.1500,   0.0000, -C-H--  ,   0.8500,    Hearts,     23157.62
[DJ C9 C8 C7 SQ S9 S8 S7 HK H7]    , [SA HA]   , [DJ SA SQ S9 S8 S7 C8 HA HK H7]    , [C9 C7]   ,       2,               D,     1,     0,     0,     0,     0,     4,     0,               D,     1,     2,     0,      0,      0,      5,     0,       0,     0,   0.1000,     0.0000,     0.0000,     0.1000,      0.0000,        0.0000,   0.0000, ------  ,   0.1000,    Spades,     14603.36
[SJ CT CK CQ S8 HA H9 H8 DT D7]    , [DQ D8]   , [CK CQ S8 HA H9 H8 DT DQ D8 D7]    , [SJ CT]   ,       0,               S,     1,     1,     2,     0,     0,     3,     0,               -,     0,     1,     1,      0,      0,      4,     0,       1,    12,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     15229.66
[CA CK C8 S7 HA HK H9 DQ D9 D7]    , [CT C7]   , [CA CK CT C8 C7 S7 H9 DQ D9 D7]    , [HA HK]   ,       1,               -,     0,     2,     0,     0,     0,     3,     0,               -,     0,     1,     1,      1,      0,      5,     1,       1,    15,   0.3500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.3500, ------  ,   0.3500,      Null,     13494.52
[HJ DJ C8 SQ S8 HA HK HQ H7 DA]    , [S7 HT]   , [HJ DJ HA HT HK HQ H7 SQ S7 DA]    , [C8 S8]   ,       1,              HD,     2,     2,     0,     0,     0,     4,     0,              HD,     2,     2,     1,      1,      0,      5,     1,       0,     0,   0.9500,     0.6000,     0.0000,     0.5000,      0.9500,        0.0000,   0.5000, ---H--  ,   0.9500,    Hearts,     18210.84
[SJ CQ C8 C7 ST S8 H9 H7 DK D9]    , [HA DA]   , [C8 C7 ST S8 HA H9 H7 DA DK D9]    , [SJ CQ]   ,       2,               S,     1,     0,     1,     0,     0,     3,     0,               -,     0,     2,     1,      0,      0,      3,     0,       0,     5,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13294.94
[HJ CT C9 C8 SK S8 H7 DT DQ D7]    , [CK H9]   , [CK CT C9 C8 HJ H9 H7 DQ DT D7]    , [SK S8]   ,       0,               H,     1,     0,     2,     0,     0,     3,     0,               H,     1,     0,     2,      0,      0,      4,     1,       0,     4,   0.1000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1000, ------  ,   0.1000,      Null,     13313.79
[CA CT SQ HA HT HQ H8 DK DQ D9]    , [CQ H7]   , [HA HT HQ H8 H7 CA CT DK DQ D9]    , [CQ SQ]   ,       0,               -,     0,     2,     2,     2,     0,     4,     0,               -,     0,     2,     2,      2,      0,      5,     0,       0,     6,   0.0500,     0.0000,     0.0000,     0.0000,      0.0500,        0.0000,   0.0000, ------  ,   0.0500,    Hearts,     13304.97
[SJ HJ DJ CK C9 C7 SA S8 DQ D9]    , [S7 DT]   , [SJ HJ DJ CK C9 C7 SA DT DQ D9]    , [S8 S7]   ,       1,             SHD,     3,     1,     0,     0,     0,     3,     0,             SHD,     3,     1,     1,      0,      0,      3,     0,       0,     0,   0.6500,     0.0000,     0.6500,     0.4500,      0.0000,        0.6000,   0.0500, ------  ,   0.6500,     Clubs,     17477.73
[CJ CA CK CQ C7 ST S8 HK HQ D7]    , [HJ DQ]   , [CA CK CQ C7 ST S8 HK HQ DQ D7]    , [CJ HJ]   ,       0,               C,     1,     1,     1,     0,     0,     4,     0,               -,     0,     1,     1,      0,      0,      4,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13614.69
[DJ CQ C9 SQ S7 HA H7 DA DK DQ]    , [HT DT]   , [DJ DA DT DK DQ SQ S7 HA HT H7]    , [CQ C9]   ,       2,               D,     1,     2,     0,     0,     0,     3,     0,               D,     1,     2,     2,      2,      0,      4,     0,       0,     3,   0.2000,     0.0000,     0.0000,     0.0000,      0.0000,        0.2000,   0.0000, ------  ,   0.2000,  Diamonds,     13270.02
[HJ CT CQ C8 C7 SK S9 HT DA D8]    , [CJ ST]   , [CJ HJ CT CQ C8 C7 ST SK S9 DA]    , [HT D8]   ,       1,               H,     1,     1,     2,     0,     1,     4,     0,              CH,     2,     1,     2,      0,      0,      4,     1,       1,    10,   0.6000,     0.1000,     0.6000,     0.3000,      0.0000,        0.0000,   0.0500, ------  ,   0.6000,     Clubs,     16962.51
[SJ DJ SK S9 S7 HA HT HQ H8 DT]    , [CK DQ]   , [CK SK S9 S7 HA HT HQ H8 DT DQ]    , [SJ DJ]   ,       0,              SD,     2,     1,     2,     1,     1,     4,     0,               -,     0,     1,     2,      1,      0,      4,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     14619.28
[SJ HJ C9 S9 HA HT H9 H8 DA D8]    , [C8 C7]   , [SJ HJ C9 C8 C7 HA HT H9 H8 DA]    , [S9 D8]   ,       0,              SH,     2,     2,     1,     1,     0,     4,     0,              SH,     2,     2,     1,      1,      0,      4,     0,       0,     0,   0.8000,     0.5000,     0.8000,     0.0500,      0.7500,        0.0000,   0.1500, -C-H--  ,   0.8000,     Clubs,     15070.24
[HJ CQ ST SQ HT HQ DT D9 D8 D7]    , [CA C8]   , [CA CQ C8 HQ HJ HT DT D9 D8 D7]    , [SQ ST]   ,       1,               H,     1,     0,     3,     0,     0,     4,     0,               H,     1,     1,     2,      0,      0,      4,     0,       1,    13,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13290.17
[SJ HJ CA C9 C8 SQ HQ DA DQ D7]    , [CQ D8]   , [SJ HJ DA DQ D8 D7 CA CQ C9 C8]    , [SQ HQ]   ,       0,              SH,     2,     2,     0,     0,     0,     3,     0,              SH,     2,     2,     0,      0,      0,      4,     0,       0,     6,   0.8000,     0.0000,     0.6000,     0.0000,      0.0000,        0.8000,   0.0500, ----D-  ,   0.8000,  Diamonds,     15478.42
[CT CK C7 SQ S7 HK HQ DT DK D7]    , [SJ S9]   , [CK CT C7 SQ SJ S9 S7 DK DT D7]    , [HK HQ]   ,       0,               -,     0,     0,     2,     0,     0,     3,     2,               S,     1,     0,     2,      0,      0,      3,     2,       0,     7,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13369.62
[CJ CQ SA ST SQ S8 H9 DA DQ D7]    , [HA D9]   , [CJ DA DQ D9 D7 SA ST SQ S8 HA]    , [CQ H9]   ,       1,               C,     1,     2,     1,     1,     0,     4,     0,               C,     1,     3,     1,      1,      0,      4,     0,       0,     3,   1.0000,     0.4000,     0.0500,     0.8000,      0.0000,        1.0000,   0.0000, --S-D-  ,   1.0000,  Diamonds,     19304.64
[SJ CT CK SK S9 S8 H9 H8 H7 D8]    , [DJ DK]   , [CT CK SK S9 S8 H9 H8 H7 DK D8]    , [SJ DJ]   ,       0,               S,     1,     0,     1,     0,     0,     3,     0,               -,     0,     0,     1,      0,      0,      3,     0,       0,     4,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13249.23
[HJ DJ CK C9 S8 HA H8 H7 DT D7]    , [CT S9]   , [C9 S9 S8 HA HJ H8 H7 DJ DT D7]    , [CK CT]   ,       1,              HD,     2,     1,     1,     0,     0,     3,     0,              HD,     2,     1,     1,      0,      0,      3,     0,       1,    14,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1500, ------  ,   0.1500,      Null,     13584.41
[HJ DJ CA C7 SK S8 HA H8 H7 DT]    , [SJ ST]   , [SJ HJ DJ ST SK S8 CA HA H7 DT]    , [C7 H8]   ,       1,              HD,     2,     2,     1,     0,     1,     3,     0,             SHD,     3,     2,     2,      0,      1,      3,     1,       0,     0,   0.9500,     0.4500,     0.6500,     0.9500,      0.8000,        0.5000,   0.0500, --SH--  ,   0.9500,    Spades,     15926.04
[SQ S9 S8 HK HQ H9 DA DT D8 D7]    , [CK D9]   , [SQ S9 S8 HK HQ DA DT D9 D8 D7]    , [CK H9]   ,       0,               -,     0,     1,     1,     1,     0,     4,     0,               -,     0,     1,     1,      1,      0,      5,     0,       0,     4,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13238.15
[SJ HJ CA CQ SA SK S8 DK DQ D9]    , [ST S7]   , [SJ HJ SA ST SK S8 S7 CA DK D9]    , [CQ DQ]   ,       1,              SH,     2,     2,     0,     0,     0,     3,     0,              SH,     2,     2,     1,      1,      0,      5,     1,       0,     6,   0.9500,     0.6500,     0.0000,     0.9500,      0.0000,        0.9000,   0.0000, --S-D-  ,   0.9500,    Spades,     20537.41
[CA CQ ST SK SQ S7 HK H9 DK D7]    , [C7 DQ]   , [C7 ST SK SQ S7 HK H9 DK DQ D7]    , [CA CQ]   ,       0,               -,     0,     1,     1,     0,     0,     4,     1,               -,     0,     0,     1,      0,      0,      4,     1,       1,    14,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13245.44
[CA CT C7 SQ S7 H8 H7 DK D9 D8]    , [SJ ST]   , [CT C7 SQ SJ ST S7 H8 H7 D9 D8]    , [CA DK]   ,       1,               -,     0,     1,     1,     1,     0,     3,     0,               S,     1,     0,     2,      0,      0,      3,     0,       1,    15,   0.1500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.1500, ------  ,   0.1500,      Null,     13248.59
[CJ DJ CA CT CQ C9 SK DA DK D9]    , [CK C8]   , [CJ DJ CA CT CK CQ C9 C8 DA D9]    , [SK DK]   ,       0,              CD,     2,     2,     1,     1,     0,     4,     0,              CD,     2,     2,     1,      1,      0,      6,     1,       0,     8,   1.0000,     1.0000,     1.0000,     0.0000,      0.0000,        0.9500,   0.0000, GC--D-  ,   1.0000,     Grand,     36477.01
[CK C9 ST HA HK HQ H7 DA DK D7]    , [CJ DJ]   , [CJ DJ CK C9 HA HK HQ DA DK D7]    , [ST H7]   ,       0,               -,     0,     2,     1,     0,     1,     4,     0,              CD,     2,     2,     0,      0,      0,      3,     0,       1,    10,   0.4500,     0.4500,     0.0500,     0.0000,      0.4500,        0.1500,   0.0000, ------  ,   0.4500,     Grand,     17991.67
[CJ HJ DJ C9 SA H9 DK DQ D8 D7]    , [C7 S7]   , [CJ HJ DJ DK DQ D8 D7 C9 C7 SA]    , [S7 H9]   ,       0,             CHD,     3,     1,     0,     0,     0,     4,     0,             CHD,     3,     1,     0,      0,      0,      4,     0,       0,     0,   0.9000,     0.3000,     0.2000,     0.0000,      0.0000,        0.9000,   0.5500, ----D-  ,   0.9000,  Diamonds,     17410.64
[CJ CT ST SK S9 S8 DA DT DK D8]    , [HT D9]   , [CJ ST SK S9 S8 DA DT DK D9 D8]    , [CT HT]   ,       1,               C,     1,     1,     3,     1,     1,     4,     2,               C,     1,     1,     2,      1,      0,      5,     2,       2,    20,   0.6000,     0.0000,     0.0000,     0.6000,      0.0000,        0.4500,   0.0500, ------  ,   0.6000,    Spades,     14349.17
[SJ CA CQ C9 ST S8 S7 HT H9 D7]    , [HQ D8]   , [CQ C9 ST S8 S7 HT HQ H9 D8 D7]    , [SJ CA]   ,       0,               S,     1,     1,     2,     0,     0,     3,     0,               -,     0,     0,     2,      0,      0,      3,     0,       1,    13,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13261.10
[HJ CT CK C8 C7 SQ S7 H9 DA D7]    , [S8 DQ]   , [CK CT C8 C7 SQ S8 S7 H9 DQ D7]    , [HJ DA]   ,       0,               H,     1,     1,     1,     0,     0,     4,     1,               -,     0,     0,     1,      0,      0,      4,     1,       1,    13,   0.0500,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0500, ------  ,   0.0500,      Null,     13492.16
[CJ CA CT CQ C7 H9 DA DT DK DQ]    , [C9 S8]   , [CJ CA CT CQ C9 C7 DA DT DK DQ]    , [S8 H9]   ,       0,               C,     1,     2,     2,     2,     0,     4,     0,               C,     1,     2,     2,      2,      0,      5,     0,       0,     0,   1.0000,     0.0500,     1.0000,     0.0000,      0.0000,        1.0000,   0.0500, -C--D-  ,   1.0000,     Clubs,     16588.21
[CQ C7 ST SK HT HK H8 DA DK D9]    , [CK S8]   , [C7 ST SK S8 HT HK H8 DA DK D9]    , [CK CQ]   ,       0,               -,     0,     1,     2,     0,     0,     3,     1,               -,     0,     1,     2,      0,      0,      3,     2,       0,     7,   0.0000,     0.0000,     0.0000,     0.0000,      0.0000,        0.0000,   0.0000, ------  ,   0.0000,     Grand,     13306.64
[CJ HJ CA CK SQ HK H9 H7 DK D7]    , [SJ DJ]   , [CJ HJ DJ HK H9 H7 CA CK DK D7]    , [SJ SQ]   ,       0,              CH,     2,     1,     0,     0,     0,     3,     0,             CHD,     3,     1,     0,      0,      0,      3,     0,       0,     5,   1.0000,     0.1000,     0.3500,     0.6500,      1.0000,        1.0000,   0.0000, ---HD-  ,   1.0000,    Hearts,     15852.07
